                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                0.65571,                0.44049,                0.81225,                0.83175,                0.45336,                0.81166,                0.90415,                0.92079,                0.97284,                0.83604,                0.54895,                 0.4163,                0.78342,                0.62871,                0.40397,                0.79098,               0.006469,               0.006469,               0.006469
                    110,                0.64836,                0.44735,                0.81369,                0.82921,                0.46264,                0.81002,                0.90129,                0.91007,                 0.9756,                 0.8388,                0.55565,                 0.4372,                0.78423,                0.63011,                0.40891,                0.78807,               0.006436,               0.006436,               0.006436
                    111,                0.66102,                0.44839,                0.81559,                0.83287,                0.45961,                0.81505,                0.93246,                0.92319,                0.98127,                  0.836,                0.55467,                0.37175,                 0.7849,                0.64544,                0.33532,                 0.7889,               0.006403,               0.006403,               0.006403
                    112,                0.66002,                0.45178,                0.81596,                0.83643,                 0.4713,                0.81438,                0.93365,                0.91454,                0.98014,                0.84234,                0.54854,                0.38766,                 0.7845,                0.63713,                0.37848,                0.79044,                0.00637,                0.00637,                0.00637
                    113,                0.66635,                0.45516,                0.81623,                 0.8331,                0.46957,                0.81406,                0.92704,                0.88919,                0.96582,                0.82034,                0.58042,                0.47673,                0.78759,                0.65821,                0.51237,                 0.7923,               0.006337,               0.006337,               0.006337
                    114,                0.66203,                0.45342,                0.81042,                0.84827,                0.47739,                0.80998,                0.93006,                0.93427,                0.97684,                0.83963,                0.55576,                0.37721,                0.78411,                0.64498,                0.35098,                0.79054,               0.006304,               0.006304,               0.006304
                    115,                0.66038,                0.44912,                0.81405,                0.82944,                0.46696,                0.81414,                0.91445,                0.94537,                0.97835,                0.83469,                0.56517,                0.41229,                0.78576,                0.65073,                0.36286,                0.79064,               0.006271,               0.006271,               0.006271
                    116,                0.65821,                0.44069,                0.81479,                0.84294,                0.46304,                0.81531,                0.92901,                0.93326,                0.97714,                0.83748,                0.56176,                0.39716,                0.78656,                 0.6446,                0.38226,                0.78805,               0.006238,               0.006238,               0.006238
                    117,                0.65589,                0.43414,                 0.8125,                 0.8353,                0.45854,                0.81208,                0.93544,                0.89167,                0.96293,                0.82513,                0.55648,                0.42877,                0.78696,                0.64413,                0.45607,                0.79272,               0.006205,               0.006205,               0.006205
                    118,                0.66404,                0.46514,                0.81824,                0.83578,                0.48793,                 0.8156,                0.92521,                 0.9304,                0.97602,                0.84241,                0.53831,                0.38606,                0.78352,                0.62041,                0.37261,                0.78961,               0.006172,               0.006172,               0.006172
                    119,                0.64647,                  0.445,                0.80865,                0.82381,                0.46635,                0.80912,                0.93438,                0.93556,                 0.9814,                0.83558,                0.57282,                0.40725,                 0.7866,                0.65485,                0.34832,                0.78935,               0.006139,               0.006139,               0.006139
                    120,                0.64426,                0.44656,                0.81223,                0.82895,                0.46657,                0.81164,                0.92999,                0.92395,                0.96927,                0.82821,                0.55897,                 0.3953,                0.78621,                0.63979,                0.40236,                0.78963,               0.006106,               0.006106,               0.006106
                    121,                0.64501,                0.43891,                0.80926,                0.83522,                0.46404,                 0.8082,                 0.9473,                0.93193,                0.98306,                0.85263,                0.53743,                0.37142,                0.78235,                0.60936,                0.32345,                0.78696,               0.006073,               0.006073,               0.006073
                    122,                0.64416,                0.43768,                0.81042,                0.82315,                0.45331,                0.80957,                0.92777,                 0.9125,                0.97515,                0.83677,                0.55962,                0.41254,                0.78511,                0.64179,                0.39931,                0.79071,                0.00604,                0.00604,                0.00604
                    123,                0.65718,                0.44604,                0.81138,                 0.8445,                0.48131,                0.81152,                 0.9286,                0.93833,                 0.9841,                0.85218,                0.54305,                0.37455,                 0.7823,                0.61809,                0.32906,                0.78604,               0.006007,               0.006007,               0.006007
                    124,                0.64142,                0.41942,                0.81427,                0.81313,                0.43526,                0.81284,                0.92411,                 0.9286,                0.97524,                0.83974,                0.55553,                0.39563,                0.78596,                0.63217,                0.37158,                 0.7928,               0.005974,               0.005974,               0.005974
                    125,                  0.648,                0.43506,                0.80747,                0.83853,                0.45323,                0.80948,                0.92943,                0.92765,                0.98015,                0.84593,                0.55738,                  0.406,                0.78486,                0.63098,                0.39141,                0.79099,               0.005941,               0.005941,               0.005941
                    126,                0.63422,                0.42052,                0.80689,                0.81599,                0.42919,                0.80863,                0.93924,                 0.8939,                 0.9716,                0.83971,                0.54103,                0.40701,                0.78278,                0.62822,                0.41595,                0.78811,               0.005908,               0.005908,               0.005908
                    127,                0.62526,                0.41753,                0.80677,                 0.8073,                0.43025,                0.80827,                0.91562,                0.92687,                0.97455,                0.83739,                0.55021,                0.37466,                0.78496,                0.63479,                0.38706,                0.78895,               0.005875,               0.005875,               0.005875
                    128,                0.63381,                0.42811,                0.81367,                0.80748,                0.44926,                0.81105,                0.92432,                0.92794,                0.97575,                0.84093,                0.54331,                 0.3941,                0.78309,                0.62071,                0.40561,                0.78835,               0.005842,               0.005842,               0.005842
                    129,                0.64833,                0.44253,                0.81277,                0.83176,                0.46592,                0.81387,                0.92758,                0.92575,                0.97559,                0.84405,                0.54627,                0.38526,                0.78472,                0.61975,                0.36888,                0.78862,               0.005809,               0.005809,               0.005809
                    130,                0.61968,                0.41513,                0.80585,                0.79308,                0.43036,                0.80594,                0.94275,                0.92659,                0.97991,                0.84584,                0.54608,                0.37543,                0.78276,                0.63084,                0.34682,                 0.7903,               0.005776,               0.005776,               0.005776
                    131,                0.64993,                0.42419,                0.81044,                0.81198,                0.42793,                0.80929,                0.93602,                 0.8842,                0.97454,                0.84427,                0.53181,                0.41714,                0.78057,                 0.6115,                0.43103,                0.78644,               0.005743,               0.005743,               0.005743
                    132,                0.64485,                0.42796,                0.81539,                  0.815,                0.43759,                0.81198,                 0.9194,                0.86479,                0.96515,                 0.8343,                0.53715,                0.45746,                0.78222,                0.61426,                0.46933,                0.78576,                0.00571,                0.00571,                0.00571
                    133,                0.63636,                0.43244,                0.80997,                0.81125,                0.44944,                0.80877,                0.89113,                 0.8586,                0.94091,                0.80967,                0.55035,                0.53732,                0.78438,                0.63347,                0.61191,                0.78885,               0.005677,               0.005677,               0.005677
                    134,                0.62424,                0.42399,                0.80862,                0.79479,                0.43847,                0.80743,                0.92555,                0.92266,                0.97792,                0.85001,                0.53557,                0.38517,                0.78373,                0.60232,                0.37045,                0.78542,               0.005644,               0.005644,               0.005644
                    135,                  0.626,                0.43482,                 0.8086,                0.79428,                0.44011,                0.80825,                0.92716,                0.92389,                0.97752,                0.84603,                0.54686,                0.41361,                0.78396,                0.61949,                0.38126,                0.78334,               0.005611,               0.005611,               0.005611
                    136,                0.62677,                0.42171,                0.80815,                0.78412,                0.42698,                0.80758,                 0.9368,                0.93419,                0.98341,                0.85526,                 0.5397,                0.36737,                0.78421,                0.60681,                0.32926,                0.78588,               0.005578,               0.005578,               0.005578
                    137,                0.63046,                0.41614,                0.80609,                0.80364,                0.43013,                0.80628,                0.93861,                0.93954,                0.98435,                0.85302,                 0.5391,                0.35657,                0.78121,                0.61572,                0.31729,                0.78419,               0.005545,               0.005545,               0.005545
                    138,                0.61584,                0.40423,                0.80309,                0.79612,                0.42057,                0.80297,                0.93015,                0.92513,                0.97242,                0.84792,                0.52512,                0.39197,                 0.7797,                0.60416,                0.39019,                0.78304,               0.005512,               0.005512,               0.005512
                    139,                0.62512,                 0.4129,                0.80768,                0.79149,                0.42206,                0.80806,                0.94628,                0.92484,                0.98133,                0.85762,                0.52076,                0.37117,                0.78114,                0.59672,                0.33379,                0.78401,               0.005479,               0.005479,               0.005479
                    140,                0.62864,                0.41455,                0.80837,                0.80575,                0.42635,                0.80856,                 0.9455,                0.94423,                0.98486,                0.85936,                0.51665,                0.35166,                0.78072,                0.59628,                0.34176,                0.78335,               0.005446,               0.005446,               0.005446
                    141,                0.62077,                0.40287,                0.80827,                0.78316,                  0.411,                0.80644,                0.95088,                0.88501,                0.97314,                0.84085,                0.54614,                0.41618,                0.78451,                0.62681,                0.41798,                0.78835,               0.005413,               0.005413,               0.005413
                    142,                0.60985,                 0.4079,                0.80489,                0.77752,                0.41264,                 0.8066,                0.95332,                0.95018,                0.98508,                0.85777,                0.53367,                0.34952,                0.78088,                0.60082,                0.28133,                0.78337,                0.00538,                0.00538,                0.00538
                    143,                0.63674,                0.41992,                0.80683,                0.81441,                0.43979,                 0.8095,                0.96195,                0.95097,                0.98779,                0.85702,                0.52575,                0.33341,                0.77971,                0.60532,                0.28654,                0.78299,               0.005347,               0.005347,               0.005347
                    144,                0.62055,                0.39159,                0.80604,                0.78082,                0.39562,                0.80449,                0.94071,                0.95897,                0.98808,                0.85794,                0.52645,                0.33022,                0.77925,                0.61555,                0.27837,                 0.7833,               0.005314,               0.005314,               0.005314
                    145,                0.60825,                0.39984,                0.80547,                0.78707,                0.40823,                0.80432,                 0.9451,                0.90803,                0.97737,                0.85072,                0.53506,                 0.3868,                0.78166,                0.60464,                0.35624,                0.78383,               0.005281,               0.005281,               0.005281
                    146,                0.62717,                0.41404,                0.80489,                0.80738,                0.42862,                0.80634,                0.92238,                0.90677,                0.96857,                0.84014,                 0.5321,                0.39832,                 0.7814,                0.61333,                0.40494,                 0.7855,               0.005248,               0.005248,               0.005248
                    147,                0.61689,                0.41969,                0.81241,                0.79243,                0.43403,                0.81122,                0.93043,                0.93926,                0.98156,                 0.8488,                0.53871,                0.35704,                0.78257,                0.62315,                0.32374,                0.78787,               0.005215,               0.005215,               0.005215
                    148,                0.61825,                0.42008,                0.80778,                0.78889,                 0.4303,                0.80719,                0.92419,                0.93744,                0.97809,                0.84848,                 0.5298,                0.37108,                  0.781,                0.60848,                0.32001,                0.78495,               0.005182,               0.005182,               0.005182
                    149,                0.60815,                0.40043,                0.80327,                0.78253,                0.41588,                0.80435,                0.91648,                0.89022,                0.97355,                0.84576,                0.52203,                0.40313,                0.78125,                0.60228,                0.39953,                0.78548,               0.005149,               0.005149,               0.005149
                    150,                 0.6119,                0.39167,                 0.8074,                 0.7834,                0.40058,                0.80663,                0.93324,                0.90681,                0.97347,                0.84913,                0.51252,                0.38844,                 0.7796,                0.59315,                0.39037,                0.78312,               0.005116,               0.005116,               0.005116
                    151,                0.62189,                0.40446,                0.81255,                0.79991,                 0.4116,                0.81044,                0.94164,                0.86581,                0.96783,                0.83435,                0.54193,                0.46167,                0.78423,                0.62352,                0.49011,                0.78705,               0.005083,               0.005083,               0.005083
                    152,                0.60833,                0.40494,                 0.7981,                0.78902,                0.40775,                0.79998,                0.93366,                0.93671,                0.98267,                0.84977,                0.52729,                0.35715,                0.78128,                 0.6138,                0.33141,                 0.7843,                0.00505,                0.00505,                0.00505
                    153,                0.60904,                0.39845,                0.80467,                0.78023,                0.40693,                0.80427,                0.94384,                0.91591,                0.97566,                0.85022,                0.52044,                0.37375,                0.78023,                0.60029,                0.36846,                0.78306,               0.005017,               0.005017,               0.005017
                    154,                0.58952,                0.38704,                0.80079,                0.75829,                0.38541,                0.80362,                0.92997,                0.93314,                0.98193,                0.85725,                0.51702,                0.35048,                0.78003,                0.59609,                0.34171,                0.78391,               0.004984,               0.004984,               0.004984
                    155,                0.60166,                0.39431,                0.80892,                 0.7631,                0.39828,                0.80832,                0.93463,                0.91427,                0.98065,                 0.8532,                0.52375,                0.36649,                0.77945,                0.59575,                0.34459,                0.78138,               0.004951,               0.004951,               0.004951
                    156,                0.62143,                0.40888,                0.80828,                 0.7894,                0.42438,                0.80675,                 0.9462,                0.93274,                 0.9859,                0.85717,                0.53034,                0.34015,                0.78121,                0.59896,                0.30221,                0.78364,               0.004918,               0.004918,               0.004918
                    157,                0.61035,                0.39766,                0.80468,                0.78519,                0.41669,                0.80429,                0.93724,                0.93839,                0.98441,                0.85647,                0.52352,                0.35099,                0.78019,                0.59493,                0.31624,                 0.7814,               0.004885,               0.004885,               0.004885
                    158,                0.61259,                0.38567,                0.80866,                0.77759,                0.38726,                0.80673,                0.94612,                0.93542,                0.98003,                0.85702,                0.52076,                0.35592,                0.78071,                0.58805,                0.33296,                0.78392,               0.004852,               0.004852,               0.004852
                    159,                0.60381,                0.39113,                0.80886,                0.77011,                0.39979,                0.80591,                0.93569,                0.93799,                0.98491,                0.86232,                 0.5134,                0.36165,                0.77919,                0.58055,                 0.3245,                 0.7799,               0.004819,               0.004819,               0.004819
                    160,                0.60059,                0.40002,                0.80668,                0.77243,                0.40799,                0.80567,                0.94248,                0.94483,                0.98397,                0.85804,                0.50545,                 0.3385,                 0.7786,                0.59098,                 0.3138,                0.78154,               0.004786,               0.004786,               0.004786
                    161,                0.60892,                0.40352,                0.80764,                0.78326,                0.42221,                0.80576,                0.94281,                0.93436,                0.98422,                0.85621,                0.52877,                0.35317,                 0.7798,                0.60437,                0.32087,                0.78295,               0.004753,               0.004753,               0.004753
                    162,                0.59689,                0.39457,                0.80339,                0.75912,                0.40617,                0.80401,                0.92378,                 0.9248,                0.98367,                0.86007,                0.51138,                0.35916,                0.77864,                0.58023,                  0.338,                0.78156,                0.00472,                0.00472,                0.00472
                    163,                0.60594,                 0.3855,                0.80197,                0.76937,                0.37792,                0.80001,                0.93483,                0.95076,                0.98366,                0.85767,                0.52443,                0.34458,                0.77932,                 0.5873,                0.30652,                0.78375,               0.004687,               0.004687,               0.004687
                    164,                 0.6007,                0.39195,                0.80239,                0.76747,                0.38804,                0.80296,                0.93657,                0.95664,                0.98508,                 0.8602,                0.52016,                0.33609,                0.78094,                 0.5874,                0.29403,                0.78363,               0.004654,               0.004654,               0.004654
                    165,                0.60054,                0.37319,                0.79956,                0.76749,                0.37925,                0.80058,                0.95043,                0.96638,                0.98704,                0.86257,                0.51304,                0.32451,                0.77925,                0.58521,                0.28614,                0.78408,               0.004621,               0.004621,               0.004621
                    166,                0.61099,                0.38565,                0.80851,                0.77836,                0.39107,                0.80492,                0.96435,                0.95614,                 0.9877,                0.86497,                 0.5099,                0.31992,                0.77837,                 0.5796,                0.28042,                0.78132,               0.004588,               0.004588,               0.004588
                    167,                  0.606,                0.39948,                0.80532,                0.77558,                0.40959,                0.80457,                0.93763,                0.92854,                0.98541,                0.86003,                0.50722,                0.34798,                0.77778,                0.58544,                0.34972,                0.78124,               0.004555,               0.004555,               0.004555
                    168,                0.59849,                0.39125,                0.80218,                0.77092,                0.40445,                0.80249,                0.94344,                 0.9394,                0.98429,                0.86545,                0.50735,                0.32582,                 0.7778,                0.57672,                0.31281,                 0.7811,               0.004522,               0.004522,               0.004522
                    169,                0.60212,                0.40355,                0.80548,                0.76112,                0.40391,                0.80388,                0.95639,                0.94418,                 0.9879,                0.86567,                0.51363,                0.32659,                0.77841,                 0.5768,                0.29966,                0.78034,               0.004489,               0.004489,               0.004489
                    170,                0.59002,                0.38506,                0.80287,                0.76219,                0.38829,                0.80424,                0.95692,                0.97132,                0.99028,                0.86954,                0.50727,                0.30692,                0.77756,                0.57285,                0.25594,                0.78163,               0.004456,               0.004456,               0.004456
                    171,                0.59536,                  0.392,                0.80283,                0.75149,                0.39374,                 0.8037,                0.92932,                0.94291,                  0.983,                0.86089,                0.51301,                0.34348,                0.77884,                0.57436,                0.31131,                  0.781,               0.004423,               0.004423,               0.004423
                    172,                  0.598,                0.37676,                0.80225,                0.77014,                0.38418,                0.80112,                 0.9331,                0.95587,                0.98685,                0.87066,                0.49901,                0.32116,                0.77698,                0.56091,                0.27961,                0.77989,                0.00439,                0.00439,                0.00439
                    173,                0.59633,                0.37619,                0.80628,                0.76221,                0.38645,                0.80611,                0.94175,                0.94678,                0.98637,                0.86476,                0.52412,                0.33586,                0.77999,                0.58886,                0.29697,                0.78309,               0.004357,               0.004357,               0.004357
                    174,                0.59296,                0.37787,                0.80381,                0.76397,                0.37791,                0.80372,                0.94324,                0.94078,                0.98316,                0.86774,                0.50261,                0.33957,                0.77707,                0.56384,                 0.3023,                0.78054,               0.004324,               0.004324,               0.004324
                    175,                0.59161,                0.38564,                0.80307,                0.75404,                0.38355,                0.80127,                0.93565,                 0.9366,                0.97866,                0.85877,                0.51764,                 0.3542,                0.77955,                0.58019,                 0.3312,                0.78228,               0.004291,               0.004291,               0.004291
                    176,                0.60183,                0.39036,                0.80607,                0.76812,                 0.3897,                0.80598,                 0.9343,                0.95545,                0.98237,                0.86093,                0.51769,                0.33719,                0.77844,                0.58456,                0.29691,                  0.783,               0.004258,               0.004258,               0.004258
                    177,                0.60251,                0.38177,                0.80007,                0.76024,                0.37772,                0.80009,                0.94627,                0.94106,                0.98518,                0.86541,                0.51161,                0.37292,                 0.7783,                0.57792,                0.32182,                0.78125,               0.004225,               0.004225,               0.004225
                    178,                0.59336,                0.37322,                0.80154,                0.75458,                0.36831,                0.80189,                0.94777,                0.94453,                0.98391,                 0.8671,                0.50267,                0.33834,                0.77764,                0.56686,                0.29175,                0.78046,               0.004192,               0.004192,               0.004192
                    179,                0.58878,                0.36825,                 0.8018,                0.75843,                0.37727,                0.80276,                0.94694,                0.94112,                0.98378,                0.86314,                0.50846,                0.33834,                 0.7793,                0.57352,                0.29436,                0.78042,               0.004159,               0.004159,               0.004159
                    180,                0.59531,                0.36489,                 0.8037,                0.76993,                0.37957,                0.80232,                0.93826,                  0.964,                0.98856,                0.86677,                0.50492,                0.32133,                0.77879,                0.57545,                0.28003,                0.78036,               0.004126,               0.004126,               0.004126
                    181,                0.59666,                0.37536,                0.80385,                0.75909,                0.39033,                0.80087,                0.94021,                0.93856,                0.98113,                0.85296,                0.52227,                 0.3502,                0.77985,                0.60088,                0.33971,                0.78304,               0.004093,               0.004093,               0.004093
                    182,                0.58706,                0.38067,                0.80643,                0.75184,                0.38556,                0.80487,                0.95605,                0.95286,                0.98954,                0.86883,                 0.5046,                0.32886,                0.77806,                0.57583,                0.26404,                0.78034,                0.00406,                0.00406,                0.00406
                    183,                0.59174,                 0.3757,                0.80408,                0.75337,                0.37295,                0.80193,                0.94644,                0.95532,                0.98636,                0.86598,                0.50352,                0.32942,                0.77716,                0.56909,                0.29281,                0.77941,               0.004027,               0.004027,               0.004027
                    184,                0.59369,                0.38878,                0.80224,                0.76231,                0.38998,                0.80284,                0.96308,                0.92444,                 0.9837,                0.86307,                0.50811,                0.33247,                0.77907,                0.58226,                0.30807,                0.78246,               0.003994,               0.003994,               0.003994
                    185,                0.60225,                0.38693,                0.80409,                0.78161,                0.39817,                0.80251,                0.96317,                0.95134,                0.98576,                 0.8664,                0.50058,                0.31406,                0.77737,                0.57198,                0.27228,                0.77954,               0.003961,               0.003961,               0.003961
                    186,                0.59614,                0.38151,                0.80453,                0.76155,                0.38355,                0.80237,                0.95952,                 0.9388,                0.98475,                0.86483,                0.50571,                0.32833,                0.77784,                0.57112,                0.29121,                0.77909,               0.003928,               0.003928,               0.003928
                    187,                 0.5849,                0.36881,                0.80082,                 0.7433,                0.36364,                0.79866,                0.94198,                0.93486,                0.98423,                0.86684,                0.49964,                0.32417,                0.77667,                0.56612,                0.29885,                0.77771,               0.003895,               0.003895,               0.003895
                    188,                0.59743,                0.38248,                 0.8036,                0.77215,                0.39861,                0.80218,                 0.9368,                0.93909,                0.97651,                0.85464,                0.51499,                0.35796,                0.78052,                0.58474,                 0.3423,                0.78202,               0.003862,               0.003862,               0.003862
                    189,                0.59162,                0.38345,                0.80579,                 0.7595,                0.39287,                0.80454,                0.92896,                0.94886,                0.98529,                0.86334,                0.50642,                0.34252,                0.77874,                0.58024,                 0.3261,                0.78057,               0.003829,               0.003829,               0.003829
                    190,                0.57701,                0.36408,                 0.7998,                 0.7465,                0.37063,                0.79999,                0.93958,                0.91951,                0.97915,                0.86212,                0.49702,                0.34153,                0.77778,                0.56828,                0.34258,                0.77973,               0.003796,               0.003796,               0.003796
                    191,                0.57852,                0.36539,                0.80189,                0.74528,                0.36965,                0.80183,                0.94389,                0.92967,                0.97859,                0.86278,                0.49099,                0.34023,                0.77579,                 0.5569,                0.31843,                0.77749,               0.003763,               0.003763,               0.003763
                    192,                0.57798,                0.36165,                 0.7976,                 0.7478,                0.37055,                0.79562,                0.93056,                0.95068,                0.98339,                0.86388,                0.49617,                0.33184,                0.77496,                0.56646,                 0.3067,                0.77846,                0.00373,                0.00373,                0.00373
                    193,                0.57716,                0.36423,                0.79963,                0.73029,                0.36348,                0.79805,                0.94305,                0.94809,                 0.9812,                0.85916,                0.51236,                0.34526,                 0.7773,                0.58455,                0.31606,                 0.7807,               0.003697,               0.003697,               0.003697
                    194,                0.57536,                0.36861,                0.79778,                0.74173,                0.38042,                0.79918,                0.93965,                0.93835,                0.98413,                0.86389,                0.50259,                 0.3429,                0.77681,                0.57717,                0.31839,                0.78117,               0.003664,               0.003664,               0.003664
                    195,                0.57101,                0.35681,                0.80064,                0.73542,                 0.3582,                0.79974,                0.93795,                0.95522,                0.98514,                0.86619,                0.49556,                0.32838,                0.77514,                0.57499,                0.28224,                0.77852,               0.003631,               0.003631,               0.003631
                    196,                 0.5872,                0.37983,                0.80015,                0.75814,                0.39048,                0.80042,                0.95901,                0.93859,                 0.9836,                0.85665,                0.51408,                0.34559,                0.77731,                0.58849,                0.31001,                0.78031,               0.003598,               0.003598,               0.003598
                    197,                0.57268,                 0.3627,                0.80152,                0.73767,                 0.3585,                0.80067,                0.93953,                0.90517,                0.97567,                 0.8566,                0.50241,                0.37727,                0.77683,                0.57652,                0.39057,                0.77956,               0.003565,               0.003565,               0.003565
                    198,                0.57312,                0.35532,                0.79856,                0.72468,                0.34003,                0.79734,                0.95089,                0.94622,                0.98304,                0.86485,                 0.4999,                0.32999,                0.77709,                 0.5731,                0.31673,                 0.7787,               0.003532,               0.003532,               0.003532
                    199,                0.57107,                0.35494,                 0.8005,                0.72918,                0.35408,                0.79955,                0.95958,                0.94574,                0.98501,                0.87009,                0.49033,                0.31831,                0.77615,                0.55535,                 0.2877,                0.77815,               0.003499,               0.003499,               0.003499
                    200,                0.58019,                0.36313,                0.79646,                0.75496,                0.37248,                 0.7968,                0.96699,                0.92191,                0.97887,                0.86057,                0.49895,                0.34538,                0.77603,                 0.5762,                0.34117,                0.77878,               0.003466,               0.003466,               0.003466
                    201,                0.58178,                0.36293,                0.80135,                0.75843,                0.37696,                 0.8016,                0.94227,                0.94418,                0.98036,                0.86239,                0.50341,                0.33725,                0.77759,                0.57523,                0.31875,                0.77991,               0.003433,               0.003433,               0.003433
                    202,                0.57575,                0.36639,                0.79938,                0.73464,                0.37012,                0.79877,                0.94168,                0.91797,                0.97532,                0.85422,                0.50265,                0.37154,                0.77751,                0.58033,                0.38118,                0.77941,                 0.0034,                 0.0034,                 0.0034
                    203,                0.57926,                 0.3619,                0.79759,                0.74204,                0.35358,                0.79854,                0.93981,                0.95849,                0.98676,                0.86296,                0.50251,                0.31341,                0.77672,                0.58497,                0.28438,                0.77819,               0.003367,               0.003367,               0.003367
                    204,                0.59592,                0.37928,                0.80088,                0.76892,                0.38512,                0.79919,                0.96456,                0.93493,                0.98409,                0.86368,                0.49832,                0.33632,                0.77668,                0.57868,                0.30964,                0.77802,               0.003334,               0.003334,               0.003334
                    205,                0.56208,                0.35766,                0.80186,                0.72097,                0.36426,                0.79873,                0.93788,                0.93437,                0.98035,                0.86367,                0.49804,                0.34998,                0.77645,                0.57126,                0.33815,                 0.7775,               0.003301,               0.003301,               0.003301
                    206,                0.57179,                0.35824,                0.79667,                0.73065,                0.35198,                 0.7957,                0.94561,                0.96623,                0.98898,                0.87173,                0.49305,                0.31169,                0.77614,                0.56652,                0.25804,                0.77869,               0.003268,               0.003268,               0.003268
                    207,                0.56907,                0.35882,                0.79964,                0.73312,                0.35291,                0.79946,                 0.9478,                0.94904,                0.98769,                0.87287,                0.48887,                0.31192,                0.77534,                0.56064,                0.27752,                0.77737,               0.003235,               0.003235,               0.003235
                    208,                0.57376,                0.36006,                0.80371,                0.73468,                0.36841,                0.80243,                0.92342,                 0.9469,                0.98268,                0.86658,                0.49119,                0.32901,                0.77574,                0.56516,                 0.3298,                 0.7788,               0.003202,               0.003202,               0.003202
                    209,                0.57766,                 0.3445,                0.80352,                0.73653,                0.34048,                0.80062,                0.93844,                0.92876,                0.98006,                0.86115,                0.50042,                0.34616,                0.77637,                0.57051,                0.32591,                0.77728,               0.003169,               0.003169,               0.003169
                    210,                0.56493,                0.34658,                0.80153,                0.71639,                0.34316,                0.79717,                0.94604,                0.94801,                0.98683,                0.87169,                0.49136,                0.31591,                0.77483,                0.56052,                0.27505,                0.77642,               0.003136,               0.003136,               0.003136
                    211,                0.58518,                0.36053,                0.80171,                0.73699,                0.35152,                0.79942,                0.96601,                0.95491,                0.98832,                0.87222,                0.48943,                0.31532,                0.77509,                0.56164,                0.26124,                0.77659,               0.003103,               0.003103,               0.003103
                    212,                0.57604,                0.35846,                0.80228,                0.74439,                0.35749,                0.80286,                0.97416,                0.93512,                0.98791,                0.86672,                0.49969,                0.32325,                0.77626,                0.56924,                0.29042,                0.77728,                0.00307,                0.00307,                0.00307
                    213,                0.56308,                0.35909,                0.79446,                0.73622,                0.36458,                0.79721,                0.93276,                0.96567,                0.98624,                0.87052,                0.48496,                0.32074,                0.77506,                0.55689,                0.28634,                0.77674,               0.003037,               0.003037,               0.003037
                    214,                0.57244,                0.35376,                0.79925,                0.72555,                0.34744,                0.79884,                0.94744,                0.95259,                 0.9857,                0.87158,                0.48424,                0.32817,                0.77412,                0.55502,                0.28927,                0.77539,               0.003004,               0.003004,               0.003004
                    215,                0.56265,                0.34488,                0.79827,                0.72083,                0.33988,                0.79864,                0.95554,                0.94346,                0.98496,                0.87192,                 0.4772,                0.32086,                0.77417,                0.55053,                0.28384,                0.77771,               0.002971,               0.002971,               0.002971
                    216,                0.56966,                0.35853,                0.80338,                0.72875,                 0.3591,                 0.8013,                0.95319,                0.96048,                0.98554,                0.87099,                0.47979,                0.31645,                0.77604,                  0.555,                 0.2768,                0.77848,               0.002938,               0.002938,               0.002938
                    217,                0.56223,                0.34607,                0.79877,                  0.722,                0.34256,                0.79707,                0.97035,                0.95659,                0.98895,                 0.8767,                0.47646,                0.30026,                0.77516,                0.54646,                0.25447,                0.77764,               0.002905,               0.002905,               0.002905
                    218,                0.56705,                0.35822,                0.79675,                0.73543,                0.35879,                0.79599,                0.93996,                0.92682,                0.97913,                 0.8672,                0.47768,                0.34454,                0.77483,                0.54955,                0.34354,                0.77884,               0.002872,               0.002872,               0.002872
                    219,                0.54906,                0.34521,                0.79247,                0.71005,                0.34524,                0.79583,                0.93683,                0.92575,                0.98146,                 0.8656,                0.48579,                0.34984,                0.77503,                0.55501,                0.33952,                0.77836,               0.002839,               0.002839,               0.002839
                    220,                0.56983,                0.35167,                0.80516,                 0.7249,                0.35453,                0.80086,                 0.9487,                0.96059,                0.98643,                0.87159,                0.49048,                0.31768,                0.77504,                 0.5602,                0.27411,                0.77696,               0.002806,               0.002806,               0.002806
                    221,                0.55263,                0.34336,                0.79697,                 0.7083,                0.34263,                0.79584,                0.94215,                0.95851,                0.98509,                0.86737,                0.48707,                0.32397,                0.77496,                0.56301,                0.27389,                0.77853,               0.002773,               0.002773,               0.002773
                    222,                0.55477,                0.34384,                0.79876,                0.71253,                 0.3416,                0.79925,                0.93749,                0.95141,                 0.9847,                0.87115,                0.48422,                0.33391,                0.77465,                0.55109,                0.29853,                0.77775,                0.00274,                0.00274,                0.00274
                    223,                0.56448,                 0.3432,                0.79834,                0.72135,                0.35061,                0.79653,                0.96352,                0.95669,                0.98706,                0.87164,                0.48942,                0.31077,                 0.7752,                0.55488,                0.26177,                0.77815,               0.002707,               0.002707,               0.002707
